X,Y,Z
-20.13,-16.47,1020.16
-17.45,-15.13,1020.53
-12.20,-12.32,1017.72
-13.91,-15.62,1018.33
-8.05,-14.15,1021.14
-11.35,-24.16,1023.34
-13.66,-22.94,1023.34
-14.40,-26.35,1026.87
-20.37,-22.20,1022.48
-18.18,-19.28,1021.75
-11.96,-13.79,1020.16
-14.52,-13.91,1017.85
-8.42,-18.06,1020.65
-11.96,-19.03,1020.65
-12.20,-19.76,1021.51
-11.35,-22.94,1025.65
-14.40,-24.64,1025.17
-17.08,-21.23,1024.56
-15.86,-20.98,1025.53
-15.13,-17.57,1020.41
-15.86,-16.23,1020.41
-9.88,-14.64,1019.43
-13.91,-19.03,1018.46
-13.05,-18.67,1022.12
-17.81,-20.13,1023.21
-14.40,-20.50,1025.04
-12.93,-20.01,1025.78
-12.57,-20.25,1022.97
-12.69,-20.62,1023.09
-8.78,-19.52,1021.02
-14.88,-20.01,1019.68
-13.30,-18.67,1019.31
-17.69,-17.20,1019.92
-18.18,-15.98,1019.19
-11.96,-14.52,1022.73
-12.44,-17.32,1022.60
-8.30,-20.50,1025.53
-7.93,-22.33,1024.92
-13.42,-23.67,1023.46
-14.15,-24.64,1023.09
-14.64,-22.69,1022.85
-17.20,-20.50,1020.04
-18.18,-15.74,1019.92
-14.64,-13.18,1019.80
-13.79,-12.20,1018.70
-7.20,-18.30,1023.21
-11.47,-21.96,1023.46
-12.81,-25.01,1026.02
-16.84,-24.40,1023.09
-21.47,-20.98,1021.51
-17.32,-18.79,1021.75
-15.86,-15.86,1020.90
-14.27,-11.83,1018.21
-10.00,-13.66,1020.53
-7.56,-15.62,1021.51
-10.25,-21.84,1023.70
-7.44,-21.72,1025.78
-14.64,-26.11,1024.43
-18.67,-23.18,1024.56
-17.57,-16.10,1020.04
-18.42,-14.52,1019.19
-8.66,-12.20,1020.41
-8.91,-15.37,1019.43
-13.05,-16.59,1020.29
-8.42,-22.08,1024.31
-12.69,-23.91,1025.41
-16.71,-24.89,1025.17
-17.08,-22.69,1025.65
-17.32,-19.76,1022.60
-13.91,-15.01,1021.26
-11.47,-14.76,1019.07
-13.30,-18.06,1019.68
-10.49,-18.54,1022.85
-8.30,-19.28,1022.36
-16.59,-21.72,1024.31
-16.71,-21.23,1026.02
-15.37,-19.76,1024.07
-17.57,-18.54,1022.97
-10.25,-16.35,1022.48
-11.96,-18.06,1019.19
-12.69,-15.86,1019.31
-10.98,-19.76,1020.90
-15.13,-20.74,1022.36
-14.64,-19.76,1026.02
-15.37,-20.62,1025.53
-16.10,-20.62,1023.95
-10.74,-17.81,1024.56
-10.98,-18.42,1021.38
-11.10,-16.59,1019.55
-11.22,-18.42,1019.92
-13.91,-18.30,1019.19
-15.98,-20.01,1020.65
-14.64,-19.15,1025.04
-17.08,-20.98,1024.56
-11.47,-20.25,1025.17
-13.66,-17.69,1020.16
-11.96,-17.08,1019.80
-10.74,-15.98,1020.41
-12.69,-18.79,1019.43
-16.35,-19.76,1021.51
-13.42,-22.57,1025.65
-16.84,-22.94,1025.53
-17.08,-21.72,1026.02
-13.42,-17.20,1021.26
-14.40,-17.69,1020.04
-9.52,-15.74,1019.92
-14.15,-19.28,1020.16
-14.52,-20.01,1021.87
-15.25,-22.94,1026.51
-15.86,-22.81,1025.53
-19.15,-23.18,1024.80
-13.91,-17.57,1023.58
-14.27,-15.13,1019.68
-12.44,-12.32,1018.33
-8.05,-16.59,1020.90
-10.98,-18.18,1020.53
-13.91,-23.67,1026.87
-15.98,-25.38,1026.39
-19.03,-20.50,1024.92
-15.74,-18.54,1023.21
-14.15,-12.57,1019.43
-12.93,-13.91,1018.46
-9.03,-14.88,1020.77
-12.44,-21.96,1021.63
-12.20,-23.30,1025.65
-11.35,-26.84,1027.36
-19.64,-23.18,1023.82
-16.84,-19.40,1022.60
-14.64,-15.13,1021.02
-13.54,-12.32,1018.70
-7.81,-18.06,1021.02
-10.74,-16.84,1020.90
-12.08,-21.72,1022.85
-12.20,-24.16,1026.51
-15.37,-25.62,1025.78
-20.74,-21.47,1023.95
-14.27,-18.42,1023.09
-16.59,-13.79,1018.70
-9.39,-13.54,1020.16
-7.93,-15.13,1021.51
-13.54,-21.23,1022.73
-16.84,-25.13,1025.65
-19.28,-24.40,1024.43
-17.32,-21.96,1024.19
-17.08,-19.64,1023.21
-16.84,-13.91,1019.19
-17.32,-12.32,1018.58
-6.83,-15.62,1020.29
-12.08,-18.06,1020.90
-12.57,-22.81,1024.43
-13.18,-24.40,1025.53
-19.03,-24.52,1024.07
-16.59,-19.64,1023.70
-15.37,-12.69,1018.82
-10.25,-14.27,1019.80
-7.81,-13.91,1020.90
-10.00,-18.54,1021.02
-12.44,-20.25,1022.24
-9.52,-25.01,1026.87
-18.30,-24.40,1024.19
-18.54,-22.45,1023.82
-14.27,-15.98,1021.14
-16.84,-13.79,1018.94
-7.69,-15.86,1020.41
-10.25,-18.06,1021.14
-11.71,-23.42,1024.56
-10.49,-24.52,1026.63
-18.79,-25.25,1024.31
-19.03,-22.69,1023.70
-17.57,-18.91,1023.34
-15.13,-13.42,1019.19
-11.10,-14.40,1019.80
-7.08,-13.30,1020.65
-11.35,-20.98,1022.24
-11.35,-24.28,1025.78
-12.20,-26.60,1026.39
-20.25,-22.94,1024.43
-16.35,-17.81,1022.36
-16.10,-17.20,1020.90
-16.71,-14.15,1019.31
-7.81,-15.01,1020.29
-8.54,-15.13,1019.68
-10.37,-20.50,1022.60
-11.22,-20.50,1024.56
-13.79,-25.13,1025.29
-18.06,-22.20,1026.39
-15.13,-21.96,1025.78
-17.32,-16.96,1020.90
-11.22,-12.93,1020.16
-13.42,-15.98,1018.21
-12.81,-16.59,1020.53
-6.83,-19.28,1022.73
-15.25,-23.67,1024.31
-15.25,-23.06,1024.68
-16.84,-22.69,1027.00
-15.37,-19.76,1024.07
-16.35,-16.84,1021.63
-11.35,-16.10,1020.90
-9.39,-14.40,1018.46
-12.08,-18.67,1021.02
-13.66,-21.72,1021.38
-15.74,-20.74,1022.48
-13.66,-21.47,1025.78
-14.15,-21.35,1025.41
-16.59,-20.37,1024.07
-12.32,-19.15,1025.04
-11.10,-19.28,1023.34
-13.54,-17.81,1020.77
-10.00,-17.20,1019.68
-14.40,-18.30,1019.43
-16.47,-17.45,1021.87
-13.30,-19.76,1024.07
-17.81,-19.76,1025.41
-11.59,-20.25,1026.87
-12.93,-20.74,1022.73
-12.32,-20.13,1021.38
-11.96,-17.57,1021.38
-10.61,-19.03,1018.70
-17.57,-18.42,1018.94
-11.83,-19.03,1022.60
-15.62,-20.01,1024.19
-14.88,-20.13,1024.68
-11.96,-20.37,1026.14
-15.37,-20.13,1022.12
-10.37,-17.08,1020.65
-12.57,-18.54,1019.80
-14.27,-18.18,1018.09
-15.74,-19.28,1020.53
-13.30,-19.28,1022.73
-15.86,-21.72,1023.58
-14.64,-20.01,1026.51
-13.91,-20.50,1023.82
-12.69,-19.28,1022.12
-9.52,-17.69,1021.87
-14.88,-19.64,1019.07
-12.32,-18.06,1021.38
-14.40,-19.03,1022.73
-14.52,-20.25,1024.07
-16.10,-20.01,1026.14
-13.42,-19.89,1026.39
-15.01,-20.50,1022.85
-12.32,-18.54,1022.24
-10.25,-17.32,1020.29
-13.30,-17.57,1017.85
-12.08,-16.96,1021.75
-15.62,-21.35,1022.36
-15.49,-20.13,1025.90
-15.37,-20.25,1024.31
-14.88,-19.52,1022.85
-13.54,-18.06,1022.48
-9.27,-16.10,1019.80
-13.54,-17.81,1018.21
-11.83,-16.47,1018.94
-13.42,-19.89,1022.73
-16.10,-23.06,1024.19
-15.49,-21.47,1026.26
-15.37,-21.72,1024.92
-13.42,-17.81,1022.36
-9.27,-16.71,1019.68
-14.40,-18.91,1019.80
-11.71,-17.81,1021.99
-10.49,-20.01,1022.48
-14.64,-22.69,1023.21
-16.59,-21.84,1026.02
-15.86,-21.47,1026.51
-16.10,-18.91,1021.75
-9.39,-14.88,1020.90
-8.66,-15.62,1019.31
-11.47,-16.10,1019.19
-11.35,-19.89,1023.82
-12.44,-21.84,1023.46
-16.84,-21.96,1025.78
-16.59,-21.72,1024.68
-17.81,-19.28,1022.24
-14.76,-16.71,1021.87
-8.66,-14.40,1019.68
-10.25,-15.01,1018.21
-8.78,-17.08,1022.12
-8.91,-20.98,1023.34
-15.98,-21.84,1024.19
-15.62,-23.06,1026.75
-19.15,-20.01,1022.12
-12.32,-13.91,1020.77
-9.76,-14.40,1019.92
-11.47,-15.49,1019.55
-8.78,-19.15,1021.99
-11.22,-19.89,1024.07
-14.52,-25.62,1025.04
-17.32,-23.30,1026.02
-16.59,-22.81,1025.29
-17.81,-17.57,1021.63
-14.40,-14.64,1020.65
-9.27,-13.91,1019.19
-10.98,-16.59,1021.63
-12.69,-22.94,1024.07
-15.01,-22.69,1024.07
-16.96,-25.13,1027.12
-15.01,-22.69,1025.53
-18.06,-21.72,1023.82
-14.40,-15.74,1021.75
-12.93,-14.40,1021.38
-10.61,-12.93,1017.72
-8.30,-16.84,1021.99
-7.81,-18.54,1021.63
-14.88,-22.45,1024.68
-15.62,-25.50,1027.73
-20.01,-21.47,1024.56
-19.28,-20.25,1024.43
-13.91,-15.37,1021.02
-15.49,-15.13,1018.94
-11.22,-12.93,1018.46
-9.76,-17.57,1020.53
-13.66,-20.01,1021.75
-12.08,-22.20,1024.80
-15.37,-25.01,1026.51
-15.62,-22.08,1025.29
-17.08,-21.23,1025.90
-13.66,-16.71,1020.41
-12.20,-14.40,1020.41
-7.56,-14.76,1019.43
-12.20,-17.20,1019.19
-12.93,-18.30,1021.51
-14.88,-21.11,1024.43
-16.59,-22.45,1024.68
-18.18,-23.30,1026.02
-14.40,-21.47,1026.02
-13.42,-17.57,1020.65
-9.03,-15.62,1020.90
-13.66,-19.52,1018.82
-13.42,-17.81,1021.87
-11.47,-20.37,1022.85
-15.37,-20.13,1022.97
-14.88,-20.86,1026.14
-15.13,-19.89,1026.39
-13.66,-21.11,1025.29
-14.88,-18.54,1022.97
-9.03,-16.71,1020.77
-12.08,-17.81,1018.94
-15.37,-17.81,1020.90
-12.93,-18.54,1021.02
-17.57,-19.89,1022.24
-14.52,-18.67,1026.14
-13.30,-19.40,1024.31
-13.54,-20.25,1024.31
-11.71,-20.86,1025.04
-11.83,-21.11,1021.63
-12.81,-20.25,1020.41
-13.42,-20.13,1021.26
-14.76,-17.57,1020.65
-15.25,-16.84,1020.90
-12.69,-14.88,1023.09
-14.27,-17.32,1023.09
-9.03,-21.11,1026.26
-10.98,-22.69,1024.92
-13.05,-24.16,1024.43
-12.08,-22.94,1023.95
-12.20,-20.98,1021.63
-19.03,-18.30,1018.94
-18.06,-16.96,1020.29
-15.49,-12.93,1020.04
-13.18,-14.88,1022.12
-10.00,-16.47,1024.56
-11.83,-22.81,1024.68
-10.00,-24.03,1026.02
-11.47,-23.67,1025.04
-17.08,-22.33,1021.26
-15.49,-17.08,1020.77
-16.71,-14.64,1020.77
-16.84,-13.66,1018.94
-11.59,-14.15,1022.36
-10.49,-16.47,1023.95
-10.98,-22.20,1024.07
-9.27,-21.72,1025.04
-15.98,-18.30,1020.90
-18.91,-13.30,1019.07
-9.76,-13.66,1021.63
-10.74,-16.35,1022.60
-10.00,-20.50,1023.95
-7.81,-21.59,1025.53
-7.81,-23.42,1025.65
-16.35,-24.03,1023.58
-15.62,-23.79,1024.68
-17.32,-19.40,1020.65
-19.64,-17.32,1020.41
-10.37,-11.83,1020.53
-13.05,-13.91,1019.31
-10.00,-13.91,1021.38
-7.69,-21.11,1025.17
-12.69,-26.11,1024.56
-14.76,-25.13,1025.53
-16.84,-23.18,1023.95
-19.03,-20.13,1021.14
-18.06,-18.30,1021.51
-12.69,-11.71,1019.92
-14.40,-11.71,1018.82
-7.44,-12.57,1021.02
-9.52,-19.52,1023.21
-10.74,-24.89,1025.04
-13.05,-25.25,1026.14
-17.32,-25.38,1024.68
-16.59,-20.01,1023.09
-16.59,-17.57,1021.87
-17.08,-12.81,1018.82
-14.88,-11.59,1018.94
-6.59,-12.08,1020.65
-12.93,-17.93,1021.02
-9.03,-22.20,1024.80
-10.98,-24.64,1026.26
-18.06,-25.38,1024.56
-17.57,-23.18,1024.80
-17.20,-19.89,1022.60
-17.20,-15.25,1020.41
-9.03,-13.30,1019.43
-9.88,-15.25,1019.43
-12.81,-14.64,1019.55
-9.76,-17.32,1021.99
-12.93,-21.96,1023.70
-15.01,-22.94,1024.07
-16.59,-24.03,1027.00
-17.81,-21.59,1024.31
-20.25,-19.64,1023.82
-11.71,-16.59,1022.12
-13.05,-16.59,1019.19
-9.15,-15.49,1020.29
-9.52,-19.40,1019.92
-15.62,-20.01,1021.51
-11.47,-22.81,1024.56
-12.93,-20.62,1025.29
-16.47,-23.18,1025.29
-15.86,-20.01,1025.53
-12.93,-21.84,1024.31
-14.76,-17.69,1021.38
-11.22,-17.20,1021.87
-13.30,-18.06,1018.33
-13.66,-17.08,1020.16
-15.62,-17.20,1021.38
-17.32,-17.93,1021.63
-14.27,-19.03,1024.31
-14.27,-19.03,1026.02
-14.03,-20.13,1024.68
-12.44,-19.28,1023.95
-9.27,-22.69,1025.29
-14.40,-22.45,1022.36
-13.79,-21.59,1022.48
-15.74,-21.23,1020.90
-19.28,-17.32,1019.19
-15.01,-12.93,1021.75
-13.79,-14.88,1020.90
-13.30,-15.13,1022.60
-7.44,-16.59,1025.04
-8.78,-20.74,1025.17
-8.91,-23.06,1024.56
-11.10,-25.74,1026.51
-13.91,-24.16,1023.34
-18.06,-20.62,1021.75
-16.35,-18.42,1021.87
-17.57,-13.54,1018.94
-12.81,-12.44,1020.04
-9.27,-13.18,1020.90
-11.47,-16.59,1021.51
-6.59,-23.67,1026.02
-10.98,-23.91,1025.04
-15.49,-24.64,1025.04
-15.62,-24.03,1025.65
-16.47,-22.94,1024.43
-20.50,-16.84,1020.65
-16.10,-14.88,1021.51
-12.44,-12.44,1018.94
-11.83,-14.76,1020.65
-7.56,-20.74,1023.82
-12.69,-22.45,1023.95
-14.40,-25.25,1026.51
-13.91,-24.89,1026.87
-19.89,-22.69,1023.46
-17.45,-19.52,1022.48
-15.98,-14.40,1020.77
-15.98,-12.08,1017.97
-9.52,-12.57,1019.92
-8.05,-15.25,1020.65
-13.79,-19.76,1022.60
-8.78,-24.64,1026.63
-14.52,-25.62,1026.02
-18.42,-22.33,1025.53
-15.49,-18.30,1022.97
-19.40,-17.45,1020.77
-16.35,-14.15,1019.43
-10.00,-13.66,1020.29
-7.93,-13.05,1019.31
-11.47,-18.42,1022.36
-8.05,-19.40,1024.07
-13.79,-24.89,1024.92
-16.35,-25.01,1027.00
-17.81,-20.50,1023.82
-16.23,-13.66,1020.53
-11.71,-13.66,1020.65
-11.22,-12.44,1018.21
-10.86,-15.37,1019.68
-9.88,-16.84,1022.60
-10.86,-23.42,1024.31
-14.64,-24.77,1024.80
-15.01,-26.11,1027.61
-16.59,-23.91,1024.80
-18.79,-19.76,1022.36
-12.69,-13.42,1020.65
-14.27,-11.96,1018.70
-8.54,-14.88,1020.90
-9.52,-18.06,1022.60
-10.86,-20.98,1023.46
-9.27,-23.79,1026.51
-11.96,-25.99,1026.87
-16.10,-26.11,1025.04
-18.06,-22.69,1025.04
-17.57,-17.08,1021.51
-18.79,-15.01,1019.92
-8.91,-12.57,1020.16
-10.74,-13.18,1018.82
-9.88,-17.81,1023.09
-11.10,-23.42,1024.07
-14.40,-24.28,1024.43
-15.13,-23.42,1025.90
-15.62,-23.55,1025.90
-18.54,-20.86,1024.31
-13.91,-17.08,1022.85
-12.69,-15.37,1021.63
-12.20,-12.32,1018.58
-10.86,-14.88,1019.43
-9.27,-16.84,1020.16
-14.15,-18.30,1022.85
-10.74,-24.28,1026.02
-18.18,-23.67,1026.02
-15.74,-22.94,1026.87
-15.86,-21.23,1026.02
-15.13,-18.79,1022.48
-16.10,-16.84,1021.99
-10.49,-16.47,1021.87
-11.22,-16.35,1018.46
-12.32,-15.86,1021.02
-12.08,-16.84,1021.38
-16.35,-18.42,1021.75
-13.18,-21.72,1026.63
-15.49,-19.76,1025.41
-12.20,-19.28,1024.92
-10.74,-19.28,1025.04
-10.00,-20.86,1023.09
-13.91,-18.42,1020.77
-10.49,-18.06,1021.38
-15.74,-19.52,1019.31
-15.62,-18.06,1020.16
-15.37,-17.08,1022.97
-17.08,-17.57,1023.09
-13.54,-18.79,1025.29
-12.44,-18.91,1025.78
-10.25,-20.98,1023.95
-9.88,-22.20,1024.31
-12.81,-20.74,1020.90
-16.35,-20.86,1020.16
-14.40,-17.81,1020.90
-16.96,-18.54,1020.77
-16.23,-14.15,1020.41
-13.18,-15.13,1022.85
-14.15,-17.08,1023.34
-12.32,-18.54,1023.82
-7.81,-20.74,1026.02
-12.44,-23.06,1022.73
-13.91,-22.20,1023.46
-16.10,-19.03,1020.04
-20.25,-17.20,1019.68
-15.74,-14.88,1019.92
-14.40,-14.64,1021.99
-14.40,-14.40,1021.38
-12.08,-17.20,1023.58
-10.25,-19.89,1025.53
-11.35,-21.72,1023.95
-10.74,-24.28,1025.65
-13.91,-22.33,1022.73
-17.57,-20.25,1021.51
-17.32,-18.42,1021.26
-20.13,-13.66,1019.55
-10.74,-13.91,1021.38
-11.47,-13.42,1022.36
-10.37,-14.40,1022.60
-10.25,-20.50,1024.56
-6.10,-20.98,1026.02
-13.79,-25.25,1024.19
-14.64,-25.01,1023.82
-14.88,-22.20,1023.58
-20.01,-17.32,1019.92
-15.25,-12.44,1020.90
-12.57,-10.98,1018.70
-12.44,-14.15,1019.80
-7.56,-16.84,1023.58
-10.74,-21.84,1023.58
-11.47,-21.11,1023.70
-10.74,-26.72,1027.24
-13.05,-25.38,1026.26
-19.03,-23.30,1025.04
-16.84,-21.47,1024.31
-17.08,-16.96,1021.02
-15.13,-12.44,1020.04
-8.05,-13.66,1019.19
-11.83,-15.01,1020.04
-9.27,-17.57,1022.48
-8.05,-21.23,1023.95
-14.15,-22.20,1023.82
-16.10,-23.30,1025.65
-15.86,-22.45,1027.12
-18.30,-21.23,1024.31
-15.37,-18.06,1023.70
-10.00,-15.13,1019.92
-14.52,-15.37,1018.82
-8.78,-15.62,1020.16
-11.96,-17.81,1020.29
-12.69,-21.72,1024.92
-12.57,-20.01,1025.29
-14.40,-22.94,1025.53
-17.20,-22.94,1025.17
-13.54,-20.01,1026.02
-12.81,-19.03,1023.82
-14.40,-16.35,1020.53
-7.20,-15.37,1020.53
-9.76,-16.59,1019.19
-13.30,-17.20,1019.80
-12.08,-18.54,1022.85
-13.91,-20.98,1022.85
-16.10,-19.28,1025.78
-13.66,-20.62,1025.41
-15.13,-19.76,1023.82
-13.42,-19.64,1023.46
-9.76,-17.57,1022.36
-10.74,-17.45,1019.80
-12.20,-18.30,1019.80
-11.10,-16.84,1021.14
-16.35,-19.64,1020.53
-14.64,-17.32,1024.56
-15.62,-19.64,1024.92
-13.18,-20.01,1025.65
-10.61,-19.76,1025.41
-11.96,-21.72,1022.73
-11.96,-19.15,1021.99
-10.25,-18.18,1021.75
-12.93,-18.18,1019.19
-16.10,-19.52,1019.19
-13.91,-15.49,1021.87
-14.15,-17.08,1021.99
-13.42,-16.35,1023.09
-12.44,-18.91,1026.14
-12.20,-20.74,1023.95
-10.13,-20.50,1024.80
-10.37,-22.08,1023.34
-13.30,-20.62,1020.29
-15.49,-20.86,1020.77
-14.64,-17.81,1020.29
-17.45,-18.91,1020.41
-14.64,-14.40,1020.65
-12.32,-14.64,1022.12
-12.69,-14.64,1022.12
-8.54,-17.32,1024.80
-10.25,-22.69,1024.80
-11.22,-23.91,1025.17
-13.05,-22.94,1023.46
-16.96,-22.81,1021.99
-18.42,-20.74,1021.63
-17.93,-18.54,1021.14
-17.20,-12.93,1019.43
-16.10,-13.05,1018.94
-9.76,-12.20,1021.38
-11.59,-17.20,1022.36
-8.91,-18.30,1023.58
-10.25,-24.52,1026.51
-16.10,-25.13,1024.31
-16.47,-24.16,1024.92
-16.96,-21.59,1022.97
-19.28,-15.62,1020.04
-15.98,-14.27,1020.65
-10.86,-10.74,1020.16
-13.54,-12.57,1018.33
-10.13,-12.69,1019.92
-9.15,-17.57,1022.85
-9.88,-20.13,1022.60
-10.86,-22.94,1025.90
-15.37,-25.13,1025.90
-17.08,-23.18,1024.80
-16.59,-21.59,1025.29
-17.93,-17.81,1021.38
-15.86,-14.64,1020.16
-9.15,-14.15,1020.16
-9.27,-13.79,1018.82
-12.32,-15.62,1018.70
-9.52,-16.47,1021.63
-10.00,-20.13,1022.12
-15.25,-20.25,1023.34
-15.13,-19.76,1025.90
-14.40,-21.11,1025.65
-17.08,-19.03,1025.04
-10.98,-18.54,1023.58
-12.32,-17.81,1020.77
-12.32,-16.84,1021.26
-8.66,-17.32,1020.77
-14.76,-17.45,1018.33
-14.76,-17.57,1019.68
-14.15,-17.08,1022.24
-14.15,-18.79,1022.24
-14.88,-17.93,1025.29
-12.69,-19.64,1025.04
-13.18,-20.01,1024.19
-11.22,-20.01,1024.31
-11.47,-20.25,1021.14
-12.81,-19.52,1020.29
-13.18,-18.42,1021.26
-14.52,-17.08,1019.31
-18.67,-17.93,1019.68
-14.15,-15.13,1022.12
-14.40,-15.49,1022.85
-14.88,-18.30,1023.82
-9.76,-19.52,1025.78
-8.91,-21.47,1025.04
-11.71,-22.20,1023.70
-11.71,-21.23,1022.85
-17.32,-20.01,1019.68
-18.91,-18.30,1020.41
-17.20,-14.88,1020.90
-16.84,-13.66,1019.80
-14.64,-13.42,1019.80
-8.30,-13.54,1022.73
-10.86,-16.84,1022.73
-8.05,-18.79,1024.19
-7.32,-23.18,1025.78
-15.25,-25.13,1024.31
-14.27,-24.64,1025.17
-16.47,-21.96,1022.85
-19.76,-16.84,1021.14
-14.27,-14.27,1020.65
-14.27,-11.47,1018.58
-12.32,-9.88,1017.72
-10.49,-13.18,1019.68
-7.69,-15.86,1021.63
-12.57,-20.50,1021.87
-8.66,-21.23,1024.80
-12.93,-23.91,1025.41
-16.71,-24.52,1024.92
-14.64,-21.35,1025.53
-17.32,-18.06,1021.63
-15.49,-14.76,1021.26
-8.54,-11.71,1020.04
-8.91,-14.15,1018.82
-11.10,-13.05,1018.94
-8.91,-16.59,1021.02
-8.66,-17.81,1021.75
-13.66,-21.59,1022.85
-13.18,-21.47,1026.39
-17.69,-21.59,1024.80
-15.86,-20.25,1024.56
-13.30,-18.54,1024.56
-16.23,-16.23,1020.41
-9.76,-15.25,1020.53
-8.91,-15.98,1020.04
-10.37,-17.57,1018.70
-16.35,-17.32,1019.43
-10.74,-18.79,1022.48
-14.76,-19.76,1023.46
-15.62,-20.50,1024.31
-13.18,-19.64,1026.51
-14.15,-20.01,1024.43
-13.54,-17.81,1023.95
-9.03,-16.96,1021.75
-12.20,-17.32,1019.31
-10.98,-16.35,1019.92
-13.91,-16.96,1020.41
-15.13,-17.69,1020.04
-16.23,-17.45,1021.87
-12.32,-18.30,1024.31
-15.74,-19.03,1024.31
-14.76,-18.54,1025.90
-10.98,-19.89,1024.80
-12.81,-20.50,1022.85
-10.86,-17.57,1022.12
-10.49,-16.96,1019.19
-14.40,-16.35,1020.29
-13.79,-15.37,1021.38
-14.27,-17.20,1021.63
-16.35,-17.32,1022.85
-12.44,-18.06,1025.29
-12.81,-18.79,1025.04
-13.66,-19.03,1023.58
-9.88,-18.79,1024.19
-9.64,-18.30,1023.09
-12.20,-19.15,1019.31
-11.96,-17.81,1020.77
-13.42,-17.08,1019.80
-14.40,-14.64,1021.87
-14.40,-13.66,1023.09
