X,Y,Z
-9.39,-21.47,1023.09
-9.76,-22.20,1023.09
-10.25,-22.45,1022.97
-10.00,-22.45,1022.73
-9.27,-21.59,1022.85
-9.76,-22.08,1022.97
-10.25,-22.33,1022.97
-9.27,-21.47,1022.97
-10.00,-22.45,1022.73
-10.00,-22.20,1022.85
-9.76,-21.72,1022.97
-10.00,-22.33,1023.09
-9.39,-21.72,1022.97
-9.39,-21.47,1022.85
-9.52,-21.84,1023.09
-9.76,-22.20,1023.09
-9.52,-21.72,1023.09
-9.27,-21.47,1022.97
-9.52,-21.72,1022.85
-10.00,-22.33,1022.85
-10.00,-22.08,1022.97
-10.25,-22.45,1022.85
-9.27,-21.59,1022.73
-9.39,-21.47,1022.85
-10.00,-22.20,1022.97
-9.64,-21.96,1022.85
-9.39,-21.59,1022.85
-9.27,-21.47,1022.73
-9.88,-22.45,1022.60
-9.76,-21.96,1022.85
-9.52,-21.35,1022.97
-10.25,-22.45,1022.85
-9.27,-21.35,1022.85
-9.64,-21.72,1023.21
-9.76,-21.84,1023.21
-9.39,-21.59,1022.60
-10.13,-22.69,1022.60
-9.88,-22.45,1022.97
-9.76,-22.20,1022.85
-10.00,-22.45,1022.60
-10.00,-22.57,1023.09
-9.88,-22.57,1022.73
-9.76,-22.20,1022.73
-9.76,-22.08,1023.09
-9.52,-21.59,1023.09
-10.13,-21.59,1022.60
-10.00,-22.69,1022.48
-9.88,-22.45,1022.97
-9.64,-21.96,1022.85
-9.88,-22.45,1022.85
-10.00,-22.81,1022.60
-9.88,-22.57,1022.24
-9.52,-21.96,1023.21
-10.00,-22.08,1023.46
-10.25,-22.45,1022.97
-9.27,-21.35,1022.85
-10.00,-22.57,1022.85
-9.64,-22.45,1022.73
-9.76,-22.45,1022.60
-10.00,-22.57,1022.85
-9.03,-21.35,1022.97
-9.15,-21.72,1022.60
-9.76,-21.96,1023.09
-9.27,-21.59,1023.58
-9.03,-21.23,1022.85
-9.39,-21.47,1022.73
-10.00,-22.20,1022.85
-9.52,-22.08,1022.60
-10.00,-22.45,1022.60
-9.39,-21.59,1022.85
-9.27,-21.23,1023.09
-10.00,-22.20,1022.85
-9.88,-21.96,1022.85
-9.52,-21.59,1023.09
-9.27,-21.35,1022.73
-9.52,-21.59,1022.73
-9.64,-21.96,1022.97
-9.52,-21.72,1023.09
-10.13,-22.33,1023.21
-9.15,-21.11,1023.09
-9.27,-21.35,1022.73
-9.88,-22.20,1022.73
-9.76,-21.84,1022.97
-10.00,-22.33,1022.85
-10.00,-22.69,1022.60
-10.13,-22.33,1022.85
-9.64,-21.72,1022.97
-9.88,-22.20,1022.85
-10.13,-22.45,1023.09
-10.00,-22.45,1022.85
-9.27,-21.72,1022.60
-9.76,-22.45,1022.60
-9.76,-22.20,1022.85
-10.00,-22.33,1023.21
-10.00,-22.57,1022.60
-9.27,-21.47,1022.60
-9.52,-21.96,1022.85
-10.00,-22.45,1023.21
-10.13,-22.45,1023.09
-9.27,-21.35,1022.85
-9.52,-21.72,1022.73
-9.88,-22.33,1022.85
-9.52,-21.96,1022.97
-10.25,-22.69,1022.85
-9.27,-21.47,1022.85
-9.27,-21.47,1023.09
-9.76,-22.20,1022.97
-9.52,-21.96,1022.97
-9.15,-21.47,1022.97
-10.00,-22.45,1022.73
-9.88,-22.45,1022.73
-9.76,-22.08,1023.09
-9.39,-21.59,1022.85
-10.13,-22.45,1022.85
-9.27,-21.35,1022.85
-10.00,-22.45,1022.85
-9.88,-22.08,1022.85
-10.13,-22.20,1022.97
-10.25,-22.57,1022.85
-9.27,-21.47,1022.85
-9.64,-21.72,1022.85
-10.13,-22.33,1022.97
-10.25,-22.69,1022.60
-10.00,-22.45,1022.73
-9.76,-21.96,1023.09
-10.25,-22.45,1022.85
-9.15,-21.23,1022.60
-10.00,-22.69,1022.60
-9.76,-22.08,1022.85
-10.25,-22.57,1023.09
-10.13,-22.69,1022.60
-9.88,-22.08,1022.85
-10.13,-22.33,1023.09
-10.25,-22.45,1022.85
-9.88,-22.20,1022.85
-9.52,-21.47,1022.73
-10.25,-22.57,1022.85
-9.27,-21.35,1022.73
-9.76,-22.08,1022.85
-9.64,-21.84,1022.73
-9.27,-21.23,1022.60
-10.13,-22.45,1022.60
-9.76,-21.84,1022.85
-10.25,-22.20,1022.97
-10.00,-22.45,1022.85
-9.88,-21.96,1022.73
-9.39,-21.35,1022.73
-9.03,-21.23,1022.73
-9.88,-22.33,1022.60
-9.64,-21.84,1022.85
-10.13,-22.45,1023.09
-9.03,-21.23,1022.85
-9.52,-21.47,1022.85
-9.76,-21.72,1022.85
-9.27,-21.23,1022.85
-10.13,-22.57,1022.60
-10.00,-22.20,1022.85
-9.27,-21.47,1022.97
-9.15,-21.11,1022.60
-10.00,-22.20,1022.60
-9.52,-21.72,1022.85
-10.13,-22.45,1022.97
-9.15,-21.35,1022.73
-9.39,-21.47,1022.85
-9.76,-21.96,1022.85
-9.27,-21.59,1022.73
-10.13,-22.69,1022.73
-9.88,-22.20,1022.85
-9.52,-21.59,1022.73
-9.15,-21.23,1022.73
-9.52,-21.72,1022.73
-9.76,-21.96,1022.60
-9.27,-21.59,1022.60
-10.13,-22.69,1022.60
-9.27,-21.47,1022.73
-9.88,-21.96,1023.09
-9.52,-21.47,1022.85
-9.27,-21.35,1022.73
-10.13,-21.96,1022.85
-9.76,-21.96,1022.73
-9.27,-21.47,1022.60
-9.27,-21.47,1022.60
-9.76,-22.20,1022.85
-9.27,-21.47,1022.97
-10.00,-22.57,1022.97
-9.88,-22.45,1022.60
-9.52,-21.84,1022.73
-10.00,-22.45,1022.97
-9.15,-21.23,1022.85
-9.27,-21.59,1022.85
-9.76,-22.20,1022.97
-9.39,-21.47,1022.85
-9.27,-21.35,1022.60
-9.64,-21.96,1022.97
-10.25,-22.57,1022.85
-9.27,-21.35,1022.60
-10.00,-22.69,1022.60
-9.64,-22.20,1022.85
-10.00,-22.57,1022.97
-10.13,-22.81,1022.73
-9.27,-21.47,1022.73
-9.76,-22.33,1022.85
-10.13,-22.81,1022.73
-9.15,-21.47,1022.60
-9.39,-21.96,1022.85
-10.00,-22.69,1022.85
-10.00,-22.69,1022.60
-9.15,-21.47,1022.73
-9.76,-22.20,1022.73
-9.39,-21.59,1022.73
-10.13,-22.69,1022.73
-9.88,-22.57,1022.48
-9.64,-22.08,1022.60
-10.25,-22.45,1022.85
-9.27,-21.23,1022.85
-9.39,-21.59,1022.85
-10.00,-22.45,1023.09
-10.00,-22.94,1022.60
-9.88,-22.45,1022.73
-9.76,-22.20,1022.97
-9.39,-21.72,1022.85
-9.27,-21.47,1022.60
-10.13,-22.69,1022.60
-9.76,-21.96,1022.85
-10.13,-22.45,1022.97
-10.25,-22.69,1022.73
-10.00,-22.45,1022.60
-9.52,-21.72,1022.73
-10.25,-22.69,1022.73
-10.13,-22.45,1022.60
-9.64,-21.96,1022.85
-10.00,-22.57,1022.85
-9.15,-21.47,1022.60
-9.39,-21.59,1022.48
-9.88,-22.33,1022.60
-9.27,-21.59,1022.85
-10.25,-22.69,1022.73
-10.00,-22.57,1022.48
-9.52,-21.96,1022.73
-10.13,-22.69,1022.85
-10.13,-22.69,1022.48
-9.76,-22.20,1022.73
-9.39,-21.72,1022.60
-10.25,-22.94,1022.60
-9.27,-21.59,1022.73
-9.76,-22.20,1022.85
-9.39,-21.72,1022.73
-9.15,-21.35,1022.73
-9.52,-21.96,1022.85
-9.52,-21.96,1022.85
-9.03,-21.47,1022.85
-9.27,-21.72,1022.85
-9.64,-22.20,1022.85
-9.15,-21.47,1022.97
-9.15,-21.47,1022.85
-9.88,-22.45,1022.73
-9.88,-22.33,1023.09
-10.13,-22.69,1022.97
-9.15,-21.35,1022.85
-9.64,-21.84,1022.97
-9.76,-21.96,1022.97
-9.39,-21.47,1022.85
-9.39,-21.59,1022.85
-10.00,-22.33,1023.09
-9.52,-21.59,1022.85
-9.27,-21.35,1022.85
-9.76,-22.20,1023.09
-9.52,-21.96,1022.85
-10.25,-22.94,1022.97
-10.13,-22.81,1022.73
-9.64,-21.84,1022.97
-10.25,-22.57,1023.09
-9.39,-21.47,1022.97
-9.39,-21.59,1022.85
-9.88,-22.45,1022.85
-10.37,-22.94,1022.85
-10.13,-22.94,1022.48
-9.76,-22.20,1022.73
-9.76,-22.20,1022.73
-9.52,-21.47,1022.85
-10.37,-22.81,1022.73
-9.88,-22.20,1022.85
-10.13,-22.45,1023.09
-10.37,-22.81,1022.60
-9.27,-21.47,1022.60
-9.88,-22.20,1023.09
-10.37,-22.81,1022.85
-9.27,-21.47,1022.60
-9.52,-22.08,1022.97
-10.25,-22.69,1023.09
-9.15,-21.47,1022.73
-9.27,-21.72,1022.85
-9.64,-22.20,1022.85
-9.27,-21.59,1022.73
-10.13,-22.94,1022.60
-9.88,-22.45,1022.73
-9.76,-22.08,1022.85
-10.00,-22.69,1022.73
-9.88,-22.69,1022.60
-9.52,-21.96,1022.85
-10.13,-22.69,1022.85
-10.00,-22.69,1022.60
-9.27,-21.72,1022.73
-9.76,-22.08,1022.73
-9.15,-21.47,1022.85
-10.13,-22.94,1022.73
-9.88,-22.45,1022.60
-10.00,-22.20,1022.97
-10.25,-22.81,1022.73
-10.00,-22.57,1022.60
-9.64,-21.84,1022.85
-10.25,-22.81,1022.85
-10.13,-22.94,1022.60
-9.88,-22.20,1022.73
-10.25,-22.57,1022.85
-9.39,-21.47,1022.73
-9.52,-21.59,1022.73
-10.13,-22.57,1022.85
-9.52,-21.72,1022.85
-9.27,-21.47,1022.73
-10.25,-22.69,1022.60
-9.76,-22.20,1022.85
-9.27,-21.59,1022.73
-9.39,-21.72,1022.60
-9.88,-22.33,1022.73
-10.00,-22.57,1022.85
-10.13,-22.81,1022.60
-9.15,-21.47,1022.60
-9.76,-22.33,1022.73
-9.64,-21.96,1022.73
-9.27,-21.47,1022.73
-10.13,-22.69,1022.48
-9.76,-22.20,1022.60
-9.27,-21.72,1022.73
-10.25,-22.94,1022.60
-10.00,-22.45,1022.60
-9.52,-21.72,1022.85
-10.25,-22.69,1022.85
-10.25,-22.94,1022.48
-9.52,-21.96,1022.60
-10.13,-22.69,1022.85
-9.39,-21.72,1022.85
-9.27,-21.35,1022.97
-10.00,-22.45,1022.60
-9.52,-21.96,1022.48
-9.27,-21.59,1022.85
-9.52,-21.72,1022.36
-10.13,-22.20,1023.34
-9.52,-21.47,1023.34
-10.25,-22.57,1022.85
-9.27,-21.59,1022.36
-9.76,-21.96,1022.85
-9.88,-22.08,1023.09
-9.52,-21.47,1022.36
-9.27,-21.59,1022.85
-9.88,-22.45,1022.97
-9.76,-21.96,1022.60
-9.15,-21.59,1022.97
-9.52,-21.96,1022.48
-9.88,-22.08,1022.48
-9.27,-21.47,1022.97
-10.25,-22.81,1022.85
-9.39,-21.47,1022.48
-9.88,-22.20,1022.85
-10.25,-22.81,1022.85
-9.15,-21.47,1022.36
-9.64,-21.72,1023.09
-9.76,-21.96,1023.46
-9.27,-21.47,1022.60
-9.39,-21.47,1022.85
-9.88,-22.33,1022.97
-9.52,-21.72,1022.73
-9.27,-21.35,1023.09
-10.00,-22.69,1023.21
-9.52,-21.96,1023.21
-10.13,-22.81,1022.97
-9.27,-21.72,1023.09
-9.27,-21.72,1022.85
-9.88,-22.57,1022.73
-9.39,-21.96,1023.09
-9.15,-21.47,1023.09
-9.52,-22.20,1022.85
-10.00,-22.69,1023.34
-9.15,-21.47,1023.09
-10.13,-22.69,1022.85
-9.76,-22.33,1023.21
-9.76,-22.33,1023.46
-10.25,-22.81,1022.97
-9.27,-21.47,1022.85
-9.52,-22.08,1023.34
-10.13,-22.81,1023.09
-9.27,-21.59,1022.85
-9.39,-21.72,1023.09
-9.88,-22.69,1023.09
-10.13,-22.94,1023.21
-9.03,-21.47,1023.09
-9.88,-22.69,1022.97
-9.52,-22.20,1022.97
-10.13,-22.94,1023.09
-10.00,-23.06,1022.60
-9.27,-21.96,1022.73
-9.88,-22.69,1023.34
-9.27,-21.72,1023.34
-9.03,-21.59,1022.85
-9.64,-22.20,1022.85
-10.13,-22.94,1023.09
-9.27,-21.72,1022.85
-9.39,-21.84,1022.73
-9.88,-22.33,1022.85
-9.52,-21.72,1022.85
-10.25,-23.06,1022.73
-10.13,-22.81,1022.73
-9.76,-22.20,1022.97
-10.25,-22.69,1022.97
-10.13,-22.94,1022.73
-9.39,-21.84,1022.85
-10.00,-22.69,1022.85
-10.25,-23.06,1022.97
-9.27,-21.72,1022.97
-9.64,-22.20,1022.85
-9.64,-22.20,1022.97
-10.00,-22.81,1023.09
-10.00,-23.06,1022.85
-9.27,-21.72,1022.73
-9.64,-22.45,1023.09
-10.00,-22.81,1023.09
-9.03,-21.59,1023.09
-9.15,-21.96,1022.97
-9.76,-22.69,1023.09
-10.00,-22.94,1022.85
-9.03,-21.72,1022.73
-9.88,-22.94,1022.60
-9.76,-22.20,1023.21
-10.13,-22.57,1023.34
-10.00,-22.94,1022.60
-9.15,-21.72,1022.73
-9.76,-22.33,1023.09
-10.13,-22.81,1022.73
-9.15,-21.59,1022.73
-9.39,-21.72,1022.85
-9.88,-22.57,1022.97
-10.00,-22.94,1022.85
-9.15,-21.47,1022.85
-10.00,-22.45,1022.73
-9.52,-21.84,1022.85
-10.13,-22.69,1022.97
-10.13,-22.81,1022.60
-9.52,-21.72,1022.60
-10.00,-22.45,1023.09
-9.27,-21.47,1022.97
-9.27,-21.47,1022.60
-9.76,-22.33,1022.97
-10.13,-22.81,1022.85
-9.03,-21.35,1022.85
-9.52,-21.96,1022.85
-9.52,-21.96,1022.73
-10.13,-22.81,1022.73
-10.00,-22.94,1022.60
-9.76,-22.20,1022.97
-10.00,-22.57,1022.97
-10.00,-22.81,1022.60
-9.88,-22.45,1022.97
-10.00,-22.45,1022.97
-10.25,-22.81,1022.85
-10.13,-22.57,1022.97
-9.76,-21.96,1022.97
-10.37,-22.81,1023.09
-9.27,-21.59,1022.97
-10.13,-22.81,1022.85
-9.76,-22.20,1023.09
-9.39,-21.59,1023.09
-10.25,-22.81,1022.97
-10.00,-22.69,1022.85
-9.76,-22.33,1022.97
-10.37,-22.94,1022.97
-10.13,-22.94,1022.73
-9.76,-22.45,1022.85
-10.00,-22.69,1022.85
-10.13,-22.94,1022.48
-9.27,-21.72,1022.60
-10.00,-22.69,1022.60
-9.52,-22.08,1022.97
-9.27,-21.72,1022.60
-10.00,-22.94,1022.60
-9.64,-22.33,1022.85
-9.27,-21.72,1022.60
-10.00,-22.81,1022.60
-9.76,-22.45,1022.60
-9.39,-21.96,1022.60
-10.25,-22.81,1022.73
-10.00,-22.81,1022.60
-9.39,-21.96,1022.73
-9.64,-22.20,1022.73
-9.27,-21.59,1022.73
-10.13,-22.81,1022.60
-9.88,-22.69,1022.73
-9.52,-21.84,1022.73
-10.25,-22.69,1022.85
-10.00,-22.69,1022.60
-9.88,-22.20,1022.60
-9.39,-21.59,1022.85
-10.25,-22.94,1022.60
-9.39,-21.59,1022.60
-9.88,-22.33,1022.85
-9.52,-21.96,1022.97
-9.27,-21.59,1022.73
-9.64,-21.84,1022.73
-9.88,-22.33,1022.85
-9.39,-21.72,1022.73
-9.27,-21.47,1022.60
-10.13,-22.69,1022.73
-10.25,-22.81,1022.85
-9.27,-21.72,1022.73
-10.25,-22.94,1022.60
-9.39,-21.84,1022.73
-10.00,-22.45,1022.85
-9.39,-21.84,1022.73
-9.27,-21.47,1022.60
-9.76,-22.20,1022.60
-9.64,-21.96,1022.73
-9.27,-21.35,1022.73
-9.39,-21.84,1022.60
-9.76,-22.33,1022.73
-9.52,-21.72,1022.85
-9.27,-21.59,1022.73
-9.88,-22.57,1022.73
-9.76,-22.33,1022.97
-10.37,-22.94,1022.85
-9.27,-21.47,1022.73
-9.64,-22.20,1022.85
-10.25,-22.69,1022.85
-9.27,-21.47,1022.73
-9.52,-21.84,1022.85
-10.00,-22.69,1022.97
-10.13,-22.94,1022.60
-9.27,-21.72,1022.60
-9.76,-22.45,1022.85
-9.27,-21.84,1022.60
-10.13,-23.06,1022.60
-10.00,-22.69,1022.60
-9.76,-22.20,1022.85
-10.25,-22.81,1022.85
-10.13,-22.81,1022.60
-9.64,-21.96,1022.85
-10.13,-22.81,1022.97
-10.13,-22.94,1022.60
-9.88,-22.45,1022.85
-10.13,-22.69,1022.85
-10.25,-22.94,1022.48
-9.15,-21.72,1022.60
-9.88,-22.69,1022.60
-9.52,-21.96,1022.60
-10.25,-22.94,1022.60
-9.88,-22.81,1022.60
-9.52,-21.96,1022.97
-9.03,-21.47,1022.73
-10.00,-23.06,1022.36
-9.76,-22.45,1022.73
-9.15,-21.59,1022.73
-10.00,-22.94,1022.60
-9.76,-22.45,1022.73
-9.88,-22.33,1022.97
-9.39,-21.72,1022.85
-9.03,-21.47,1022.60
-9.88,-22.69,1022.60
-9.64,-21.72,1022.85
-9.27,-21.35,1022.85
-10.13,-22.81,1022.73
-9.88,-22.20,1022.85
-9.27,-21.47,1022.73
-9.27,-21.72,1022.85
-10.00,-22.45,1022.85
-9.39,-21.72,1022.85
-10.25,-22.94,1022.73
-9.27,-21.59,1022.73
-9.76,-22.20,1022.97
-9.52,-21.96,1022.85
-9.15,-21.47,1022.73
-10.13,-23.18,1022.60
-9.27,-21.72,1022.73
-10.00,-22.57,1022.85
-10.25,-23.06,1022.85
-10.13,-22.69,1022.60
-9.76,-22.20,1022.85
-9.52,-21.96,1022.85
-10.13,-22.94,1022.85
-10.13,-22.94,1022.60
-9.52,-21.96,1022.85
-10.00,-22.69,1023.09
-10.13,-22.94,1022.60
-9.27,-21.72,1022.73
-9.88,-22.33,1022.97
-10.25,-22.94,1022.73
-10.13,-22.69,1022.73
-9.64,-22.20,1022.97
-10.25,-22.94,1022.85
-9.27,-21.72,1022.60
-10.13,-22.94,1022.60
-9.76,-22.33,1022.85
-10.00,-22.69,1022.85
-10.13,-22.94,1022.60
-9.88,-22.69,1022.60
-9.39,-21.84,1022.73
-10.00,-22.94,1022.85
-10.00,-22.94,1022.48
-9.64,-22.20,1022.73
-10.25,-22.94,1022.85
-10.13,-23.06,1022.60
-9.39,-21.96,1022.73
-9.88,-22.45,1022.73
-9.27,-21.47,1022.85
-9.27,-21.59,1022.60
-9.88,-22.57,1022.60
-9.39,-21.72,1022.73
-10.25,-22.94,1022.73
-10.00,-22.81,1022.60
-9.52,-22.08,1022.85
-9.27,-21.59,1022.60
-10.13,-22.94,1022.60
-9.76,-22.45,1022.85
-9.88,-22.69,1022.97
-9.27,-21.72,1022.73
-9.15,-21.59,1022.60
-9.88,-22.69,1022.60
-9.39,-21.96,1022.60
-9.03,-21.59,1022.60
-9.52,-21.96,1022.60
-9.52,-22.20,1022.60
-9.15,-21.59,1022.60
-9.27,-21.59,1022.85
-9.76,-22.33,1022.73
-9.27,-21.72,1022.60
-10.25,-22.81,1022.60
-9.15,-21.47,1022.60
-9.64,-22.33,1022.73
-10.25,-22.81,1022.73
-9.27,-21.35,1022.60
-9.52,-21.84,1022.73
-10.25,-22.57,1022.85
-9.27,-21.47,1022.60
-9.27,-21.84,1022.60
-10.00,-22.57,1022.85
-9.39,-21.72,1022.73
-10.25,-22.94,1022.73
-10.00,-22.69,1022.73
